Wall time,Step,Value
1701421018.1271646,1000,1.5119999647140503
1701421562.3777447,2000,0.35420000553131104
1701422106.3071067,3000,0.2784000039100647
1701422650.3073313,4000,0.2556999921798706
1701423193.882268,5000,0.24779999256134033
1701423737.3401804,6000,0.23559999465942383
1701424280.2207072,7000,0.225600004196167
1701424825.2985072,8000,0.22190000116825104
1701425369.6750362,9000,0.21690000593662262
1701425915.3125632,10000,0.2159000039100647
1701426461.0685253,11000,0.21279999613761902
1701427006.369101,12000,0.2071000039577484
1701427549.6746275,13000,0.20430000126361847
1701428092.7433958,14000,0.2029999941587448
1701428636.5950933,15000,0.20430000126361847
1701429184.6555274,16000,0.20020000636577606
1701429732.7825146,17000,0.19529999792575836
1701430276.2278523,18000,0.19339999556541443
1701430818.2089727,19000,0.19769999384880066
1701431360.430853,20000,0.1973000019788742
1701431902.2513592,21000,0.19200000166893005
1701432446.820139,22000,0.19059999287128448
1701432989.3910887,23000,0.19439999759197235
1701433532.2342155,24000,0.18950000405311584
1701434079.7172275,25000,0.19249999523162842
1701434627.2821035,26000,0.18970000743865967
1701435175.115444,27000,0.1891999989748001
1701435723.575861,28000,0.19130000472068787
1701436271.9040186,29000,0.1889999955892563
1701436819.6698425,30000,0.18610000610351562
1701437367.9602728,31000,0.18410000205039978
1701437915.4916482,32000,0.18230000138282776
1701438463.144828,33000,0.1834000051021576
1701439010.7581954,34000,0.18129999935626984
1701439559.4127212,35000,0.18770000338554382
1701440107.670918,36000,0.18320000171661377
1701440656.6196537,37000,0.181099995970726
1701441205.411418,38000,0.1859000027179718
1701441754.0020783,39000,0.18320000171661377
1701442302.7827675,40000,0.18379999697208405
1701442850.7071338,41000,0.18479999899864197
1701443399.487065,42000,0.18160000443458557
1701443949.5387614,43000,0.17980000376701355
1701444498.1716177,44000,0.18080000579357147
1701445046.78572,45000,0.18279999494552612
1701445594.3283162,46000,0.18029999732971191
1701446142.687323,47000,0.17910000681877136
1701446690.3311524,48000,0.18129999935626984
1701447238.8160455,49000,0.18119999766349792
1701447786.9798827,50000,0.17960000038146973
1701458730.4279935,51000,0.18119999766349792
1701459279.4502513,52000,0.17870000004768372
1701459828.5246913,53000,0.17829999327659607
1701460377.3226311,54000,0.17960000038146973
1701460926.0209334,55000,0.1777999997138977
1701461474.0084,56000,0.17659999430179596
1701462022.7612932,57000,0.18000000715255737
1701462571.0783846,58000,0.17949999868869781
1701463118.9605427,59000,0.1809999942779541
1701463667.5397325,60000,0.1762000024318695
1701464217.330671,61000,0.17759999632835388
1701464767.2563937,62000,0.17470000684261322
1701465316.9957876,63000,0.17890000343322754
1701465866.0197246,64000,0.17829999327659607
1701466416.0543659,65000,0.17730000615119934
1701466964.996571,66000,0.17970000207424164
1701467514.300257,67000,0.1762000024318695
1701468063.4729939,68000,0.17509999871253967
1701468612.3320131,69000,0.17839999496936798
1701469161.3203115,70000,0.1770000010728836
1701469709.8942628,71000,0.18170000612735748
1701470258.7568944,72000,0.17440000176429749
1701470806.758829,73000,0.17430000007152557
1701471355.3054426,74000,0.1785999983549118
1701471903.9132648,75000,0.17569999396800995
1701472453.2586935,76000,0.17229999601840973
1701473001.3780985,77000,0.17739999294281006
1701473549.9199326,78000,0.1768999993801117
1701474098.252492,79000,0.17409999668598175
1701474646.870037,80000,0.17440000176429749
1701475194.6072335,81000,0.18029999732971191
1701475742.7401266,82000,0.1761000007390976
1701476291.7284489,83000,0.17419999837875366
1701476840.582547,84000,0.17170000076293945
1701477388.8793519,85000,0.17800000309944153
1701477938.3726735,86000,0.1745000034570694
1701478487.3426368,87000,0.17520000040531158
1701479036.805099,88000,0.17599999904632568
1701479585.5109944,89000,0.17640000581741333
1701480134.3096654,90000,0.1777999997138977
1701480682.5793655,91000,0.17810000479221344
1701481230.934059,92000,0.17919999361038208
1701481779.2004492,93000,0.1746000051498413
1701482327.4412508,94000,0.17299999296665192
1701482875.7731616,95000,0.17260000109672546
1701483425.2708385,96000,0.17350000143051147
1701483973.6241765,97000,0.17239999771118164
1701484522.646291,98000,0.1746000051498413
1701485071.5472825,99000,0.18029999732971191
1701485618.9563105,100000,0.1746000051498413
1701496598.424292,101000,0.17440000176429749
1701497147.431441,102000,0.1729000061750412
1701497695.967794,103000,0.17829999327659607
1701498245.212208,104000,0.17520000040531158
1701498793.8317723,105000,0.17249999940395355
1701499343.3445628,106000,0.1738000065088272
1701499892.2221107,107000,0.17350000143051147
1701500443.070409,108000,0.17249999940395355
1701500992.0343535,109000,0.17249999940395355
1701501540.622529,110000,0.17229999601840973
1701502089.6059601,111000,0.1745000034570694
1701502639.33702,112000,0.17339999973773956
1701503189.0285904,113000,0.1695999950170517
1701503738.5354602,114000,0.17239999771118164
1701504286.9682052,115000,0.16910000145435333
1701504835.1350217,116000,0.17499999701976776
1701505384.147411,117000,0.16850000619888306
1701505929.590727,118000,0.17339999973773956
1701506473.16879,119000,0.17270000278949738
1701507016.785838,120000,0.17100000381469727
1701507559.9817362,121000,0.17339999973773956
1701508103.7312567,122000,0.16920000314712524
1701508648.3921351,123000,0.17219999432563782
1701509191.9291813,124000,0.17180000245571136
1701509735.2586043,125000,0.17010000348091125
1701510278.6688411,126000,0.1728000044822693
1701510822.5110326,127000,0.17139999568462372
1701511366.166457,128000,0.17270000278949738
1701511911.8682444,129000,0.17419999837875366
1701512455.718545,130000,0.1754000037908554
1701512999.4332724,131000,0.1737000048160553
1701513544.578314,132000,0.1745000034570694
1701514087.9859104,133000,0.17260000109672546
1701514631.7855985,134000,0.16689999401569366
1701515175.3880582,135000,0.17100000381469727
1701515718.8291168,136000,0.1720999926328659
1701516263.2150514,137000,0.17090000212192535
1701516809.1646316,138000,0.1728000044822693
1701517354.1332572,139000,0.16859999299049377
1701517898.105647,140000,0.17110000550746918
1701518441.501854,141000,0.17499999701976776
1701518985.2311401,142000,0.1728000044822693
1701519527.2851605,143000,0.1746000051498413
1701520071.387284,144000,0.1704999953508377
1701520614.7717433,145000,0.1680999994277954
1701521158.6350172,146000,0.17020000517368317
1701521701.7392626,147000,0.17190000414848328
1701522244.578498,148000,0.17329999804496765
1701522787.809719,149000,0.17239999771118164
1701523331.1534526,150000,0.1720999926328659
1701534259.0703495,151000,0.17319999635219574
1701534805.5981612,152000,0.1695999950170517
1701535352.1544178,153000,0.1728000044822693
1701535897.9365385,154000,0.1670999974012375
1701536444.003422,155000,0.1670999974012375
1701536989.9000394,156000,0.17069999873638153
1701537536.3178678,157000,0.16769999265670776
1701538082.6554675,158000,0.1696999967098236
1701538628.8274276,159000,0.1737000048160553
1701539175.1022692,160000,0.17159999907016754
1701539720.9699166,161000,0.16920000314712524
1701540267.3630645,162000,0.1720000058412552
1701540814.8011112,163000,0.16850000619888306
1701541362.3635633,164000,0.16529999673366547
1701541908.31237,165000,0.16930000483989716
1701542454.8199358,166000,0.16859999299049377
1701543001.3118346,167000,0.17149999737739563
1701543548.3157725,168000,0.1688999980688095
1701544094.8106556,169000,0.17030000686645508
1701544640.9662225,170000,0.1720000058412552
1701545186.2869294,171000,0.17249999940395355
1701545734.4232976,172000,0.1712000072002411
1701546281.245828,173000,0.16740000247955322
1701546828.1132329,174000,0.17399999499320984
1701547374.9977267,175000,0.17509999871253967
1701547921.4999723,176000,0.1688999980688095
1701548468.2617905,177000,0.16979999840259552
1701549014.8642323,178000,0.1688999980688095
1701549562.1732051,179000,0.1688999980688095
1701550109.382715,180000,0.17020000517368317
1701550656.4924982,181000,0.1670999974012375
1701551203.3868985,182000,0.16910000145435333
1701551750.178283,183000,0.17100000381469727
1701552297.2399888,184000,0.16850000619888306
1701552844.0866723,185000,0.16899999976158142
1701553390.433513,186000,0.1679999977350235
1701553936.1878908,187000,0.16949999332427979
1701554482.7497375,188000,0.16899999976158142
1701555029.5283113,189000,0.17299999296665192
1701555576.0831046,190000,0.16820000112056732
1701556123.008328,191000,0.1662999987602234
1701556669.1434503,192000,0.1696999967098236
1701557216.3556292,193000,0.17170000076293945
1701557764.680275,194000,0.1703999936580658
1701558310.4599595,195000,0.1696999967098236
1701558856.900785,196000,0.17239999771118164
1701559403.3211215,197000,0.1671999990940094
1701559948.7089639,198000,0.17299999296665192
1701560494.0344768,199000,0.1680999994277954
1701561039.8345768,200000,0.1680999994277954
1701572013.4814372,201000,0.17100000381469727
1701572558.7999609,202000,0.16949999332427979
1701573104.3718235,203000,0.16830000281333923
1701573650.218199,204000,0.1687999963760376
1701574199.2945764,205000,0.16750000417232513
1701574745.0188036,206000,0.16660000383853912
1701575290.069203,207000,0.16940000653266907
1701575834.516789,208000,0.1670999974012375
1701576379.476993,209000,0.1728000044822693
1701576925.5844147,210000,0.16590000689029694
1701577471.49798,211000,0.1712000072002411
1701578017.165965,212000,0.16940000653266907
1701578562.8864617,213000,0.1657000035047531
1701579108.6813118,214000,0.16859999299049377
1701579655.8386004,215000,0.1664000004529953
1701580201.0332477,216000,0.1687999963760376
1701580745.751012,217000,0.1712000072002411
1701581290.3682725,218000,0.16990000009536743
1701581835.8775563,219000,0.1688999980688095
1701582381.0613606,220000,0.16769999265670776
1701582926.5185127,221000,0.16820000112056732
1701583472.7812293,222000,0.16830000281333923
1701584018.4861937,223000,0.16779999434947968
1701584564.350481,224000,0.16869999468326569
1701585109.420561,225000,0.1695999950170517
1701585654.677571,226000,0.1720999926328659
1701586199.547251,227000,0.16740000247955322
1701586746.712315,228000,0.17069999873638153
1701587294.059668,229000,0.1656000018119812
1701587840.090415,230000,0.17499999701976776
1701588386.938248,231000,0.16979999840259552
1701588931.4977512,232000,0.16619999706745148
1701589475.6222925,233000,0.1704999953508377
1701590019.6083162,234000,0.1688999980688095
1701590563.4472902,235000,0.17139999568462372
1701591107.4337173,236000,0.17139999568462372
1701591652.8335454,237000,0.16680000722408295
1701592196.7799704,238000,0.16459999978542328
1701592740.880754,239000,0.16930000483989716
1701593285.8715632,240000,0.1680999994277954
1701593830.5343187,241000,0.16990000009536743
1701594375.6320732,242000,0.1696999967098236
1701594921.6786983,243000,0.16830000281333923
1701595467.3518882,244000,0.16599999368190765
1701596011.7502358,245000,0.16779999434947968
1701596556.9203281,246000,0.16820000112056732
1701597101.7463496,247000,0.16599999368190765
1701597645.9165375,248000,0.16699999570846558
1701598190.9001012,249000,0.16660000383853912
1701598735.4394734,250000,0.163100004196167
1701609673.2434812,251000,0.16850000619888306
1701610225.7920516,252000,0.17219999432563782
1701610778.7535717,253000,0.16830000281333923
1701611330.8267753,254000,0.16840000450611115
1701611883.3710406,255000,0.1687999963760376
1701612435.3603768,256000,0.16519999504089355
1701612987.4229543,257000,0.1632000058889389
1701613541.5416028,258000,0.1687999963760376
1701614093.5465899,259000,0.1687999963760376
1701614646.7002213,260000,0.16899999976158142
1701615199.3034484,261000,0.1678999960422516
